year,month,school,StudentID,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Tuition,Scholarship,ScholarshipPercent
2020,November,MS,770,M,21,U,GT3,T,3,1,other,teacher,reputation,father,3,2,3,no,no,no,no,yes,no,no,no,1,4,4,5,1,2,3,15,12,11,9050,4592,51%
2020,December,GP,1788,F,17,U,GT3,T,1,3,health,other,reputation,mother,1,3,2,no,no,no,no,yes,yes,yes,yes,4,4,2,5,4,2,21,13,18,9,14000,5833,42%
2020,January,BV,1132,F,18,R,LE3,T,2,1,services,services,reputation,father,4,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,5,2,2,2,2,11,2,11,15000,1225,8%
2020,February,MS,1172,M,22,U,LE3,T,4,3,services,services,reputation,mother,4,3,1,no,no,no,no,yes,yes,no,yes,4,5,2,5,3,5,7,11,13,19,9050,1285,14%
2020,March,GP,301,M,15,R,LE3,T,1,3,other,other,other,mother,2,3,2,no,yes,no,no,yes,no,no,no,5,4,4,4,3,1,27,10,18,7,14000,1904,14%
2020,April,BV,175,F,19,U,GT3,T,4,3,other,services,other,mother,1,3,2,no,yes,no,yes,yes,no,no,yes,2,2,3,4,5,2,17,1,1,4,15000,5176,35%
2020,May,MS,1673,F,15,U,LE3,T,2,1,other,health,course,mother,4,3,2,no,no,no,no,yes,yes,yes,yes,2,3,5,2,3,2,1,4,5,17,9050,1573,17%
2020,June,GP,471,F,20,U,GT3,T,4,1,other,health,home,mother,1,1,1,no,yes,yes,yes,no,yes,yes,yes,4,1,3,5,4,4,13,8,6,18,14000,3776,27%
2020,July,BV,1708,M,22,U,GT3,T,2,2,other,other,other,mother,1,4,3,no,yes,no,no,yes,yes,no,yes,1,3,1,5,2,4,16,7,3,13,15000,3053,20%
2020,August,MS,188,F,19,R,GT3,T,4,2,other,services,home,mother,3,4,2,no,yes,yes,yes,yes,yes,yes,no,3,1,1,3,4,2,27,4,1,5,9050,4212,47%
2020,September,GP,654,F,15,R,GT3,T,4,2,services,other,other,mother,1,1,2,no,no,no,no,yes,yes,no,yes,3,1,3,2,5,5,2,12,17,18,14000,3689,26%
2020,October,BV,712,F,16,R,GT3,A,4,4,services,services,other,mother,4,4,2,no,no,no,no,no,yes,yes,yes,5,1,5,5,2,1,20,9,7,3,15000,4833,32%
2020,November,MS,1384,F,15,R,LE3,T,3,3,at_home,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,3,2,4,1,2,7,17,19,15,9050,1474,16%
2020,December,GP,947,F,21,R,GT3,T,4,4,other,services,other,father,1,2,2,no,no,no,no,yes,yes,no,yes,5,5,3,2,4,4,5,17,12,6,14000,5509,39%
2020,January,BV,1424,F,18,R,LE3,T,3,1,other,services,home,mother,3,2,2,no,yes,no,no,yes,yes,yes,yes,2,4,1,5,3,5,6,4,6,15,15000,1589,11%
2020,February,MS,1372,F,19,R,GT3,T,1,2,other,services,other,mother,1,4,1,no,yes,no,yes,yes,yes,yes,yes,3,4,3,1,1,2,23,12,12,0,9050,5064,56%
2020,March,GP,568,F,15,U,GT3,T,2,4,services,services,other,mother,3,3,3,no,no,no,no,no,yes,no,no,3,5,4,1,4,1,29,3,8,15,14000,5747,41%
2020,April,BV,1605,F,20,R,LE3,T,3,1,teacher,services,other,mother,1,2,3,no,yes,yes,no,yes,yes,no,no,2,1,1,3,4,2,6,0,12,14,15000,1472,10%
2020,May,MS,104,M,22,U,GT3,T,4,4,teacher,health,other,father,3,4,0,no,no,no,no,yes,yes,yes,yes,3,4,5,4,2,4,30,3,10,15,9050,4276,47%
2020,June,GP,685,M,16,R,GT3,T,1,1,at_home,services,course,mother,3,3,2,no,yes,no,no,yes,yes,yes,yes,4,2,2,5,3,3,1,4,7,14,14000,5723,41%
2020,July,BV,550,F,16,R,GT3,T,2,3,other,other,reputation,mother,4,2,3,no,yes,no,no,yes,yes,yes,yes,1,3,4,4,5,3,19,17,8,17,15000,3314,22%
2020,August,MS,1617,F,19,R,GT3,T,4,2,at_home,services,course,mother,4,2,0,no,yes,no,no,no,yes,yes,yes,3,1,2,1,5,1,17,15,5,6,9050,3822,42%
2020,September,GP,1186,F,20,R,GT3,T,2,4,at_home,other,course,mother,1,1,1,no,yes,no,yes,yes,no,yes,yes,4,5,5,1,4,4,27,13,10,1,14000,4431,32%
2020,October,BV,1243,M,17,U,GT3,T,3,3,at_home,other,home,mother,1,4,2,no,no,no,yes,yes,yes,no,yes,3,2,4,4,1,2,23,18,10,12,15000,5706,38%
2020,November,MS,1864,F,18,U,LE3,T,1,3,other,other,home,mother,2,1,1,no,no,no,yes,yes,yes,yes,no,4,4,5,1,5,2,7,11,4,1,9050,1738,19%
2020,December,GP,617,F,20,R,GT3,T,2,3,services,other,other,mother,1,1,3,no,no,no,no,yes,yes,yes,no,3,1,1,3,4,5,1,11,4,1,14000,4458,32%
2020,January,BV,1196,F,16,U,LE3,T,2,4,other,services,course,mother,1,3,3,no,no,no,no,yes,yes,yes,no,3,2,2,5,2,4,10,7,0,19,15000,1274,8%
2020,February,MS,1869,F,16,U,GT3,T,4,3,at_home,other,course,father,2,4,0,no,yes,no,no,yes,yes,yes,yes,1,2,5,5,2,4,30,7,12,15,9050,3357,37%
2020,March,GP,1151,F,21,U,GT3,T,3,2,services,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,no,1,3,4,5,3,1,8,11,11,19,14000,3288,23%
2020,April,BV,1851,F,22,R,GT3,A,3,1,other,other,other,mother,3,4,0,no,no,no,no,yes,yes,yes,yes,4,3,4,5,5,4,3,5,10,17,15000,5436,36%
2020,May,MS,195,F,18,R,GT3,T,3,3,services,health,course,father,2,2,1,no,yes,no,yes,no,yes,yes,no,3,1,3,2,3,1,9,10,17,2,9050,3441,38%
2020,June,GP,1019,F,20,R,LE3,T,4,2,other,at_home,other,father,3,1,1,no,no,no,yes,no,yes,yes,no,5,5,3,4,3,3,25,12,15,16,14000,1676,12%
2020,July,BV,1200,F,20,R,LE3,T,4,3,teacher,at_home,other,mother,1,1,3,no,no,no,yes,no,yes,yes,yes,1,1,3,3,4,4,24,18,12,2,15000,1355,9%
2020,August,MS,1908,F,17,U,GT3,A,4,4,services,other,course,mother,2,1,2,no,no,no,yes,yes,yes,yes,no,2,2,1,2,1,2,8,16,0,11,9050,4704,52%
2020,September,GP,892,M,21,U,LE3,T,4,3,at_home,services,course,father,3,3,3,no,no,no,no,yes,yes,no,no,1,4,5,1,3,3,29,17,7,4,14000,1242,9%
2020,October,BV,378,M,17,R,GT3,T,1,1,at_home,other,other,father,1,2,1,no,no,yes,no,yes,yes,no,no,2,5,2,5,3,4,12,14,1,18,15000,4242,28%
2020,November,MS,500,F,19,U,GT3,T,4,1,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,no,no,2,5,4,3,3,2,25,19,2,14,9050,5447,60%
2020,December,GP,502,F,21,U,LE3,T,2,1,teacher,other,home,mother,2,4,3,no,no,no,no,yes,yes,yes,no,3,3,2,1,1,1,28,0,9,9,14000,1287,9%
2020,January,BV,1675,F,20,R,GT3,T,4,1,teacher,at_home,course,father,4,3,1,no,yes,no,yes,yes,yes,yes,yes,5,2,3,5,4,4,24,12,6,2,15000,5816,39%
2020,February,MS,756,M,17,R,LE3,T,4,1,health,other,home,father,3,3,0,no,no,no,yes,no,yes,yes,no,5,3,2,3,3,1,1,15,11,17,9050,1628,18%
2020,March,GP,1662,F,16,R,GT3,T,1,1,services,at_home,course,mother,2,1,2,no,yes,no,no,yes,yes,yes,no,3,4,5,1,3,4,1,4,5,17,14000,4133,30%
2020,April,BV,642,F,16,U,GT3,T,3,1,services,other,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,5,4,16,18,19,17,15000,3275,22%
2020,May,MS,1600,F,20,R,GT3,T,1,1,at_home,other,course,mother,3,4,1,no,no,no,no,no,yes,yes,no,2,4,2,4,4,3,19,11,11,4,9050,3724,41%
2020,June,GP,819,F,15,U,GT3,T,1,2,other,at_home,course,other,3,1,1,no,no,no,no,no,yes,yes,no,5,3,5,5,5,4,21,10,0,14,14000,4349,31%
2020,July,BV,1037,F,19,U,GT3,T,2,4,other,services,course,mother,3,2,3,no,yes,no,no,yes,yes,yes,no,3,3,3,5,1,3,11,13,4,14,15000,4892,33%
2020,August,MS,579,F,17,U,LE3,T,4,2,services,at_home,course,mother,3,2,0,no,no,no,no,yes,yes,yes,no,5,4,2,4,1,1,7,5,4,10,9050,1478,16%
2020,September,GP,929,F,16,U,GT3,T,3,1,other,services,course,father,2,3,3,no,no,no,yes,no,yes,yes,no,3,1,1,4,3,5,14,19,15,5,14000,5810,42%
2020,October,BV,689,M,18,U,LE3,T,1,1,services,other,course,mother,4,4,3,no,yes,no,yes,yes,yes,yes,no,4,5,3,4,3,4,8,3,18,0,15000,1645,11%
2020,November,MS,285,M,17,U,GT3,T,3,4,health,other,course,father,2,4,3,no,yes,no,no,yes,yes,yes,no,3,1,2,4,5,1,20,3,7,11,9050,5039,56%
2020,December,GP,17,F,18,U,GT3,T,1,4,teacher,other,course,mother,2,2,1,no,no,no,yes,yes,yes,no,yes,1,2,1,5,5,1,13,17,7,5,14000,5934,42%
2020,January,BV,529,F,15,U,LE3,T,4,3,at_home,other,course,other,3,3,2,no,yes,no,no,no,yes,no,no,1,2,1,3,1,2,28,7,19,2,15000,1377,9%
2020,February,MS,991,F,22,U,GT3,A,2,1,other,other,course,mother,2,4,1,no,yes,yes,yes,yes,yes,yes,yes,5,2,4,1,1,4,14,0,15,16,9050,4849,54%
2020,March,GP,1086,M,22,R,GT3,A,1,1,teacher,services,course,mother,3,1,3,no,no,no,no,no,no,no,no,4,3,4,1,3,5,14,19,9,2,14000,5850,42%
2020,April,BV,1628,F,16,U,LE3,T,2,1,other,at_home,course,mother,4,2,2,no,yes,no,no,no,yes,yes,yes,2,5,5,5,3,3,17,13,12,12,15000,1611,11%
2020,May,MS,52,F,21,R,LE3,T,1,3,at_home,services,course,mother,2,4,2,no,no,no,no,yes,yes,yes,yes,2,4,4,5,1,2,12,7,10,15,9050,1923,21%
2020,June,GP,1052,F,16,R,LE3,T,3,1,other,other,course,other,4,3,1,no,no,no,yes,yes,yes,yes,yes,2,1,5,5,4,4,6,2,9,5,14000,1189,8%
2020,July,BV,1199,F,17,U,GT3,T,4,2,other,at_home,course,mother,1,3,0,no,no,no,no,yes,no,no,no,1,4,4,1,5,4,2,11,15,8,15000,5579,37%
2020,August,MS,7,F,19,U,LE3,T,2,2,services,at_home,course,mother,4,2,1,no,no,no,no,yes,no,no,no,5,4,5,1,1,5,28,16,10,7,9050,1860,21%
2020,September,GP,771,F,16,R,GT3,A,4,3,other,other,course,other,1,4,1,no,no,no,no,yes,yes,yes,yes,1,3,5,2,2,4,18,5,16,5,14000,5033,36%
2020,October,BV,1164,F,15,U,LE3,T,3,1,services,services,course,mother,1,1,1,no,no,no,yes,yes,yes,yes,yes,2,4,3,3,4,3,0,3,7,0,15000,1700,11%
2020,November,MS,1480,F,22,U,GT3,T,4,2,at_home,other,course,mother,1,1,3,no,no,no,no,yes,yes,no,yes,5,4,4,1,4,4,9,18,9,5,9050,4940,55%
2020,December,GP,63,M,20,U,GT3,T,2,2,other,services,home,other,1,4,1,no,yes,no,no,yes,no,no,no,4,5,4,1,2,4,9,19,8,13,14000,4802,34%
2020,January,BV,441,M,16,R,GT3,T,4,2,at_home,other,course,mother,1,1,1,no,yes,no,yes,yes,no,no,yes,4,4,2,4,2,5,8,8,11,4,15000,4209,28%
2020,February,MS,69,F,21,U,LE3,T,1,2,at_home,services,course,mother,4,4,3,no,no,no,no,yes,yes,yes,yes,4,4,1,3,3,2,11,14,12,16,9050,1413,16%
2020,March,GP,1874,F,16,U,LE3,T,2,3,at_home,other,home,other,4,3,0,no,yes,yes,yes,no,yes,yes,yes,1,1,4,1,3,5,2,10,16,13,14000,1127,8%
2020,April,BV,28,F,16,R,GT3,T,1,2,at_home,other,course,mother,3,3,0,no,yes,no,no,yes,yes,no,yes,2,4,2,3,1,4,7,3,18,10,15000,5688,38%
2020,May,MS,1265,M,17,R,LE3,T,1,4,at_home,other,course,mother,4,4,3,no,yes,yes,yes,yes,yes,yes,no,2,2,1,4,4,2,21,0,4,6,9050,1489,16%
2020,June,GP,1687,F,18,R,LE3,T,1,4,other,other,other,mother,1,3,2,no,no,no,no,yes,yes,no,yes,1,3,2,5,2,3,8,16,15,12,14000,1129,8%
2020,July,BV,1901,F,19,U,LE3,T,4,4,at_home,other,course,mother,1,3,3,no,no,no,no,no,yes,yes,yes,3,5,2,3,1,1,3,5,16,13,15000,1027,7%
2020,August,MS,190,F,18,R,LE3,T,4,4,other,at_home,course,other,2,1,0,no,no,no,no,yes,yes,yes,no,3,5,5,5,3,3,9,13,14,2,9050,1421,16%
2020,September,GP,1479,F,15,U,GT3,T,2,2,teacher,services,home,mother,3,4,2,no,no,no,no,yes,yes,no,yes,4,2,3,1,1,1,15,1,13,16,14000,3055,22%
2020,October,BV,1924,F,16,U,GT3,T,1,3,at_home,services,course,mother,4,4,0,no,yes,no,no,yes,yes,yes,yes,3,4,3,2,2,5,14,7,17,10,15000,4158,28%
2020,November,MS,1502,F,19,U,GT3,T,2,2,at_home,at_home,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,1,2,1,1,5,5,24,0,3,19,9050,3956,44%
2020,December,GP,391,F,19,R,GT3,T,3,3,other,other,course,father,4,4,1,no,no,no,no,no,yes,no,no,5,3,5,4,4,1,20,6,2,2,14000,4052,29%
2020,January,BV,1734,F,17,U,LE3,T,1,3,other,other,course,mother,3,2,3,no,yes,yes,no,yes,yes,no,no,2,2,4,3,1,3,29,13,2,10,15000,1566,10%
2020,February,MS,1888,M,19,U,GT3,T,2,2,other,at_home,reputation,father,3,3,0,no,no,no,no,yes,yes,yes,yes,5,1,1,4,1,4,21,7,18,18,9050,3328,37%
2020,March,GP,1023,M,17,R,GT3,A,3,3,other,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,5,3,3,2,1,18,16,13,1,14000,4231,30%
2020,April,BV,1129,M,22,R,LE3,A,3,1,at_home,other,reputation,mother,1,4,0,no,yes,no,no,yes,yes,yes,yes,1,3,4,1,1,4,2,19,12,17,15000,1294,9%
2020,May,MS,1897,M,18,U,GT3,T,2,4,other,teacher,reputation,mother,4,3,0,no,yes,no,no,no,yes,yes,yes,5,1,5,4,4,2,29,9,15,9,9050,5497,61%
2020,June,GP,649,M,21,R,GT3,T,1,2,health,other,reputation,mother,3,1,1,no,yes,no,yes,yes,no,yes,yes,3,5,5,4,2,3,26,3,10,17,14000,5159,37%
2020,July,BV,1315,F,22,U,LE3,T,4,1,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,yes,1,5,4,2,1,1,16,19,6,15,15000,1690,11%
2020,August,MS,859,F,16,R,GT3,T,3,4,other,other,course,mother,1,4,2,no,no,no,yes,yes,yes,yes,no,2,3,5,1,1,4,18,3,5,11,9050,3566,39%
2020,September,GP,666,F,15,R,GT3,T,4,4,other,services,home,mother,4,3,3,no,no,no,no,yes,yes,yes,no,3,2,4,4,2,4,15,6,6,16,14000,5931,42%
2020,October,BV,928,F,20,U,LE3,T,4,3,at_home,services,other,mother,3,1,2,no,no,no,no,yes,yes,yes,no,2,5,1,4,2,4,26,4,4,17,15000,1665,11%
2020,November,MS,1453,F,15,R,GT3,T,4,3,other,services,other,father,1,2,3,no,yes,no,no,yes,yes,yes,yes,4,5,2,2,3,3,26,2,14,14,9050,5780,64%
2020,December,GP,1868,F,21,R,GT3,T,4,3,teacher,other,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,no,1,5,5,3,4,4,25,11,18,17,14000,3605,26%
2020,January,BV,943,M,15,R,LE3,T,3,2,other,services,course,father,4,4,2,no,no,no,no,yes,yes,yes,yes,3,5,1,4,3,2,21,5,12,4,15000,1452,10%
2020,February,MS,1377,M,20,R,GT3,T,4,1,other,other,reputation,mother,1,4,1,no,yes,no,yes,no,yes,yes,no,5,5,5,1,1,4,23,3,0,7,9050,3529,39%
2020,March,GP,1773,F,15,R,GT3,A,2,4,other,services,course,mother,4,3,2,no,no,no,yes,no,yes,yes,no,2,4,4,4,2,4,0,10,6,6,14000,3381,24%
2020,April,BV,204,F,21,U,GT3,T,1,2,other,services,other,father,3,4,2,no,no,no,yes,no,yes,yes,yes,5,1,3,1,5,2,14,3,14,11,15000,3330,22%
2020,May,MS,839,M,21,R,GT3,A,2,2,other,other,course,father,2,2,2,no,no,no,yes,yes,yes,yes,no,2,2,3,1,3,4,8,9,6,14,9050,3921,43%
2020,June,GP,149,M,15,U,LE3,T,1,1,other,other,reputation,mother,3,2,2,no,no,no,no,yes,yes,no,no,3,5,4,1,2,4,18,15,2,18,14000,1256,9%
2020,July,BV,276,F,18,R,LE3,T,3,4,at_home,services,course,mother,4,1,3,no,no,yes,no,yes,yes,no,no,4,1,3,3,1,1,10,17,6,8,15000,1318,9%
2020,August,MS,731,F,16,U,GT3,A,1,4,at_home,at_home,course,father,3,1,1,no,no,no,no,yes,yes,no,no,5,3,4,3,1,5,20,17,6,1,9050,5003,55%
2020,September,GP,1188,F,15,R,GT3,T,2,3,at_home,at_home,course,other,2,2,2,no,no,no,no,yes,yes,yes,no,5,3,3,4,4,5,24,19,0,18,14000,3798,27%
2020,October,BV,1455,M,15,R,LE3,T,4,1,other,other,home,mother,4,2,3,no,yes,no,yes,yes,yes,yes,yes,4,5,1,5,2,3,19,2,12,2,15000,1967,13%
2020,November,MS,1149,F,19,R,GT3,T,1,4,at_home,other,home,mother,4,2,2,no,no,no,yes,no,yes,yes,no,3,5,5,1,4,5,27,12,14,15,9050,3591,40%
2020,December,GP,298,F,22,U,GT3,T,4,4,at_home,services,course,father,2,2,1,no,yes,no,no,yes,yes,yes,no,2,5,1,3,2,5,6,19,19,16,14000,4013,29%
2020,January,BV,569,F,19,R,GT3,T,4,2,at_home,services,other,father,1,2,0,no,no,no,yes,yes,yes,no,no,4,1,4,2,2,1,20,6,12,6,15000,5793,39%
2020,February,MS,1608,F,21,R,GT3,T,2,3,at_home,other,reputation,mother,4,4,1,no,no,no,no,no,yes,yes,no,1,3,5,4,2,4,17,9,7,0,9050,4871,54%
2020,March,GP,895,F,17,U,GT3,T,4,3,other,services,home,father,1,1,0,no,no,no,no,no,yes,yes,no,1,1,4,1,5,2,29,11,14,2,14000,4242,30%
2020,April,BV,1823,F,16,U,GT3,T,3,3,at_home,services,course,father,4,1,3,no,yes,no,no,yes,yes,yes,no,3,3,5,4,5,4,24,8,19,14,15000,5895,39%
2020,May,MS,1914,F,16,U,GT3,T,3,2,other,other,course,mother,3,4,3,no,no,no,no,yes,yes,yes,no,4,3,4,5,3,5,23,0,3,11,9050,5143,57%
2020,June,GP,631,F,21,R,GT3,T,2,3,other,services,other,mother,1,2,3,no,no,no,yes,no,yes,yes,no,2,4,3,1,2,5,12,16,14,12,14000,5679,41%
2020,July,BV,1215,F,19,U,GT3,T,1,3,other,at_home,course,mother,1,4,2,no,yes,no,yes,yes,yes,yes,no,5,5,3,5,5,3,14,7,10,15,15000,4619,31%
2020,August,MS,1450,M,19,U,GT3,T,2,3,health,services,course,father,2,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,5,2,1,21,12,9,6,9050,3458,38%
2020,September,GP,327,M,21,U,GT3,T,2,2,other,other,course,mother,2,4,1,no,no,no,yes,yes,yes,no,yes,5,3,5,2,2,1,22,8,7,17,14000,5357,38%
2020,October,BV,1255,F,20,U,GT3,T,2,1,services,services,other,mother,2,3,1,no,yes,no,no,no,yes,no,no,4,1,2,4,5,2,26,5,15,13,15000,5349,36%
2020,November,MS,1714,F,15,U,GT3,T,3,3,at_home,services,reputation,mother,3,4,3,no,yes,yes,yes,yes,yes,yes,yes,1,2,5,3,3,4,21,11,3,4,9050,5869,65%
2020,December,GP,1305,F,20,R,LE3,T,3,1,other,services,course,father,3,2,3,no,no,no,no,no,no,no,no,1,3,5,5,4,5,16,9,8,13,14000,1826,13%
2020,January,BV,776,M,18,U,GT3,T,4,2,at_home,teacher,other,father,1,2,0,no,yes,no,no,no,yes,yes,yes,4,4,4,3,3,1,23,2,4,4,15000,5743,38%
2020,February,MS,1405,F,18,U,GT3,T,4,4,at_home,services,other,father,3,1,1,no,no,no,no,yes,yes,yes,yes,3,4,3,5,1,5,26,15,13,3,9050,5701,63%
2020,March,GP,1560,F,22,U,LE3,A,1,4,other,at_home,home,mother,2,3,3,no,no,no,yes,yes,yes,yes,yes,5,5,2,4,4,5,25,9,17,2,14000,1194,9%
2020,April,BV,235,F,20,U,GT3,T,4,1,other,other,course,mother,3,3,1,no,no,no,no,yes,no,no,no,4,3,4,3,3,2,9,4,6,16,15000,4067,27%
2020,May,MS,1056,F,21,U,GT3,T,4,2,services,other,reputation,mother,3,2,1,no,no,no,no,yes,no,no,no,3,5,4,5,5,3,13,11,2,13,9050,5579,62%
2020,June,GP,1517,F,20,U,LE3,A,4,3,at_home,other,home,mother,2,2,3,no,no,no,no,yes,yes,yes,yes,2,2,3,3,4,5,25,16,18,6,14000,1019,7%
2020,July,BV,1421,F,17,U,GT3,T,4,2,other,other,course,other,4,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,5,1,1,17,7,12,3,15000,4136,28%
2020,August,MS,1008,F,20,R,LE3,T,3,2,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,1,5,1,5,1,1,28,19,17,18,9050,1486,16%
2020,September,GP,1968,F,18,U,GT3,T,4,1,at_home,other,home,mother,3,4,0,no,yes,no,no,yes,no,no,no,2,2,1,3,1,4,1,13,19,6,14000,3201,23%
2020,October,BV,296,F,20,U,LE3,T,3,2,at_home,other,reputation,mother,4,3,1,no,yes,no,yes,yes,no,no,yes,5,2,4,3,5,1,27,19,10,15,15000,1954,13%
2020,November,MS,1187,F,22,U,GT3,T,2,1,other,teacher,home,father,4,3,1,no,no,no,no,yes,yes,yes,yes,4,3,1,2,2,1,3,16,2,12,9050,3304,37%
2020,December,GP,1173,M,22,U,GT3,A,4,2,other,other,other,mother,4,1,2,no,yes,yes,yes,no,yes,yes,yes,4,1,3,3,2,4,11,7,3,10,14000,4176,30%
2020,January,BV,710,M,20,R,GT3,A,4,4,at_home,services,home,father,3,1,3,no,yes,no,no,yes,yes,no,yes,3,1,4,4,1,1,2,5,15,4,15000,5759,38%
2020,February,MS,863,F,21,U,LE4,A,1,3,other,teacher,course,mother,2,4,2,no,yes,no,no,yes,yes,yes,no,1,1,5,2,5,3,17,0,16,7,9050,1367,15%
2020,March,GP,553,F,16,U,GT4,T,1,3,at_home,other,course,father,4,4,3,no,no,no,no,yes,yes,yes,no,1,5,3,3,3,2,23,17,12,9,14000,1633,12%
2020,April,BV,1426,M,19,U,LE4,T,3,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,no,4,5,5,4,1,4,13,6,18,17,15000,1590,11%
2020,May,MS,1013,M,22,U,GT3,T,1,3,teacher,services,home,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,3,5,3,4,4,2,20,5,3,14,9050,5168,57%
2020,June,GP,1982,F,21,U,GT3,T,2,3,services,other,home,father,4,3,2,no,yes,no,no,yes,yes,yes,no,5,4,1,3,2,5,27,16,3,11,14000,4800,34%
2020,July,BV,254,F,21,R,LE4,T,3,2,health,other,reputation,mother,4,2,3,no,no,no,yes,yes,yes,no,yes,1,3,4,3,5,1,12,0,3,18,15000,1172,8%
2020,August,MS,328,F,17,U,GT3,T,2,1,at_home,other,home,mother,3,3,1,no,yes,no,no,no,yes,no,no,4,5,4,2,3,2,10,18,6,6,9050,5962,66%
2020,September,GP,1227,M,19,U,GT3,A,2,3,other,teacher,home,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,yes,3,4,1,2,4,4,3,12,16,6,14000,4123,29%
2020,October,BV,78,F,19,U,GT3,T,4,3,services,other,home,mother,1,3,2,no,no,no,no,no,no,no,no,1,4,4,4,2,4,15,0,18,17,15000,3579,24%
2020,November,MS,641,F,18,U,LE3,T,1,3,services,other,home,mother,2,4,1,no,yes,no,no,no,yes,yes,yes,3,5,2,1,1,3,17,11,2,13,9050,1603,18%
2020,December,GP,1572,F,21,U,LE3,T,1,4,at_home,teacher,course,mother,2,3,1,no,no,no,no,yes,yes,yes,yes,2,5,5,4,2,1,3,17,13,10,14000,1663,12%
2020,January,BV,1854,F,15,U,GT3,T,1,2,teacher,other,course,father,4,3,3,no,no,no,yes,yes,yes,yes,yes,3,2,1,1,3,5,7,0,0,16,15000,5483,37%
2020,February,MS,1703,F,21,U,GT3,T,1,2,services,other,other,mother,4,2,0,no,no,no,no,yes,no,no,no,2,1,4,1,5,4,10,18,0,16,9050,4238,47%
2020,March,GP,172,F,20,R,GT3,T,2,3,other,services,home,mother,4,1,0,no,no,no,no,yes,no,no,no,2,2,3,2,2,2,0,16,8,15,14000,4308,31%
2020,April,BV,197,F,18,U,LE3,T,3,2,at_home,other,home,father,2,2,2,no,no,no,no,yes,yes,yes,yes,3,5,1,1,3,1,16,15,11,5,15000,1794,12%
2020,May,MS,1921,F,19,U,LE3,T,2,2,at_home,other,reputation,mother,3,2,3,no,no,no,yes,yes,yes,yes,yes,4,1,3,1,5,1,19,5,19,0,9050,1380,15%
2020,June,GP,1250,F,22,U,GT3,T,3,4,at_home,other,home,mother,1,2,2,no,no,no,no,yes,yes,no,yes,3,4,1,3,1,5,20,17,8,19,14000,3038,22%
2020,July,BV,1400,M,19,U,GT3,T,1,4,other,teacher,home,mother,2,1,0,no,yes,no,no,yes,no,no,no,3,5,4,5,3,3,2,19,5,1,15000,4447,30%
2020,August,MS,1909,M,19,R,GT3,T,1,2,other,other,home,mother,3,4,2,no,yes,no,yes,yes,no,no,yes,5,5,4,3,5,5,18,12,6,17,9050,3465,38%
2020,September,GP,127,F,17,R,GT3,T,2,1,services,other,home,mother,4,2,2,no,no,no,no,yes,yes,yes,yes,5,2,3,4,4,5,27,19,8,18,14000,3185,23%
2020,October,BV,919,F,21,R,GT3,T,2,3,teacher,health,reputation,mother,1,2,2,no,yes,yes,yes,no,yes,yes,yes,4,4,1,1,2,5,26,19,11,1,15000,4738,32%
2020,November,MS,207,F,15,U,GT3,T,4,1,at_home,other,reputation,father,3,1,0,no,yes,no,no,yes,yes,no,yes,4,1,4,1,3,4,30,4,5,13,9050,3030,33%
2020,December,GP,1336,M,20,U,LE3,T,3,3,at_home,services,course,father,2,3,0,no,yes,yes,yes,yes,yes,yes,no,3,2,5,3,3,1,27,17,10,19,14000,1611,12%
2020,January,BV,588,F,19,U,LE3,T,4,3,teacher,other,course,mother,4,3,3,no,no,no,no,yes,yes,no,yes,4,3,3,4,1,1,16,3,12,5,15000,1228,8%
2020,February,MS,827,F,17,U,LE3,T,1,4,services,other,home,other,2,3,2,no,no,no,no,no,yes,yes,yes,1,4,4,3,3,2,26,13,13,19,9050,1447,16%
2020,March,GP,1150,F,19,U,LE3,A,2,4,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,no,5,4,5,4,3,3,4,13,5,15,14000,1720,12%
2020,April,BV,1496,F,16,U,GT4,A,2,2,at_home,services,reputation,mother,3,2,1,no,no,no,no,yes,yes,no,yes,4,4,2,4,1,4,12,15,7,7,15000,1964,13%
2020,May,MS,1503,F,21,U,LE4,T,4,3,at_home,other,reputation,mother,1,4,1,no,yes,no,no,yes,yes,yes,yes,3,1,2,5,4,3,4,10,17,6,9050,1113,12%
